"","x","y","z"
"1",-0.50503108241021,6,"C"
"2",0.504662583286612,3,"C"
"3",-0.753960017862785,5,"A"
"4",-0.605856365158489,5,"D"
"5",-0.177210502122848,4,"A"
"6",0.170617550607681,4,"A"
"7",0.24281412600833,3,"D"
"8",-0.179406122375278,7,"B"
"9",-0.630518601794353,7,"B"
"10",0.978692981930033,9,"B"
"11",0.293296983221308,6,"B"
"12",-0.370328990880762,8,"C"
"13",0.543615394512488,3,"C"
"14",-0.707624842661074,5,"D"
"15",-0.369445770794101,5,"A"
"16",-1.32197565466919,9,"B"
"17",1.28059745613008,5,"D"
"18",0.667415054241444,8,"D"
"19",1.69175496457426,9,"C"
"20",0.00126140879361831,2,"D"
"21",-0.742461311814763,7,"C"
"22",0.609684420504159,5,"C"
"23",-0.989606379077806,3,"A"
"24",-0.0348483349098612,7,"C"
"25",0.847159905848433,2,"A"
"26",1.52549800647527,5,"B"
"27",-0.0673753264643572,8,"B"
"28",0.210143001867083,7,"D"
"29",-0.0817216165114142,10,"B"
"30",0.0132493997988283,8,"B"
"31",-1.20310633511115,3,"A"
"32",-0.261154359068947,6,"B"
"33",0.709915550532834,4,"B"
"34",-0.131959797773171,6,"C"
"35",-0.775105906387234,3,"A"
"36",0.0864025331090509,4,"D"
"37",0.0645637157156219,2,"A"
"38",0.115207918569048,6,"B"
"39",1.76600406379693,5,"A"
"40",-0.813548986227103,2,"C"
"41",-0.0893749176358314,6,"C"
"42",0.314816733215169,5,"B"
"43",-2.06054125597164,5,"C"
"44",-0.599802608121025,3,"B"
"45",-0.953565861300365,5,"C"
"46",0.557505888344175,6,"A"
"47",0.0430191844043209,5,"A"
"48",0.973221255838094,4,"B"
"49",0.101948007669942,5,"C"
"50",-1.88061936728422,6,"C"
"51",-1.54376571251149,4,"A"
"52",-0.233739622792907,9,"D"
"53",1.21967133299493,2,"C"
"54",-0.057194115105347,1,"D"
"55",-0.187213904631349,1,"B"
"56",1.00559997750101,2,"C"
"57",0.0715993045453687,10,"B"
"58",1.36118735429204,8,"C"
"59",0.815562398679042,5,"D"
"60",0.526186044665465,8,"B"
"61",-0.429263346316549,6,"C"
"62",0.164740180229573,5,"C"
"63",-0.773191573944112,10,"C"
"64",-0.37852447036379,3,"B"
"65",1.65189055937309,10,"C"
"66",-1.67610536167735,2,"C"
"67",-0.738104667468165,3,"C"
"68",-0.574929210553721,8,"B"
"69",1.08997496763921,4,"C"
"70",0.126489475691028,8,"C"
"71",-0.723173341885621,2,"B"
"72",1.42620243230562,7,"B"
"73",0.924513062487222,7,"C"
"74",0.285894680232476,1,"B"
"75",1.30546194486652,4,"A"
"76",-0.851964610379291,2,"C"
"77",-1.00545220917522,4,"A"
"78",-0.915129695698717,2,"C"
"79",-0.551704409410897,4,"B"
"80",-1.26765566624522,3,"C"
"81",0.0411240398990759,4,"B"
"82",-0.219153396366064,3,"B"
"83",-0.645886132600729,7,"C"
"84",2.10616106806788,4,"C"
"85",0.227359496360723,4,"B"
"86",0.712094298995464,7,"B"
"87",0.547048408575383,5,"D"
"88",-0.121541921433356,6,"B"
"89",-0.71069922504811,8,"D"
"90",-0.379056180304168,2,"A"
"91",-1.13924129062893,6,"C"
"92",-0.066949785041258,7,"D"
"93",0.32379562538293,6,"B"
"94",0.465342893909439,1,"A"
"95",-0.908346004493488,3,"B"
"96",-1.45961904941498,4,"C"
"97",0.0433115548086814,4,"B"
"98",-0.128065917022257,2,"C"
