"","x","y","z"
"1",0.868780497619913,6,"B"
"2",-0.446178050456648,3,"C"
"3",0.264737221954392,5,"A"
"4",-0.539993019586186,3,"A"
"5",0.334448094000774,4,"C"
"6",0.0125934216938619,3,"D"
"7",0.143999178317113,10,"B"
"8",0.953014700576826,8,"C"
"9",0.535038435059105,7,"B"
"10",-0.583636201327033,5,"B"
"11",-2.16146054151718,5,"B"
"12",-1.32021316909204,5,"A"
"13",0.81040893507976,2,"A"
"14",1.34166517562908,6,"A"
"15",0.692552451957087,4,"B"
"16",-0.323176011496426,5,"D"
"17",-0.117309685426335,8,"A"
"18",-0.422675660565775,5,"A"
"19",-0.83468941986657,5,"D"
"20",-0.814665058503668,10,"C"
"21",0.793584084403959,8,"C"
"22",0.178277612685604,5,"B"
"23",-0.620020460365539,6,"C"
"24",-1.26189629836245,3,"A"
"25",0.843913261909211,4,"D"
"26",-0.796060480443999,10,"A"
"27",2.46881665437855,6,"C"
"28",1.34344817535931,3,"C"
"29",-0.757355672646095,4,"B"
"30",-0.583781943331041,6,"B"
"31",-1.57513191969082,5,"C"
"32",-1.25693912202578,1,"A"
"33",-0.5106143381031,2,"D"
"34",0.102085833880609,2,"B"
"35",-1.32517280300519,5,"C"
"36",0.708942591504892,7,"B"
"37",1.82876765468024,6,"B"
"38",0.12434936979626,6,"B"
"39",-0.975738805592591,1,"C"
"40",0.677997688546855,8,"C"
"41",0.397104801677157,4,"B"
"42",-2.38382096891396,9,"B"
"43",0.988786314334764,4,"B"
"44",-0.0132515352294912,4,"C"
"45",1.41245098047035,4,"A"
"46",-0.620686610598778,2,"A"
"47",0.952061464221396,4,"C"
"48",-0.671129682720643,7,"A"
"49",-0.506542842990109,7,"D"
"50",0.467635603857327,5,"C"
"51",0.473669574129336,10,"C"
"52",0.559072165787965,5,"C"
"53",-0.410937451810311,4,"B"
"54",-0.248813536749371,5,"B"
"55",-0.488627702929094,5,"D"
"56",-1.41614551563143,1,"C"
"57",-1.02608791771291,6,"B"
"58",0.530891167875442,5,"B"
"59",0.42769412409059,3,"A"
"60",-0.0927215114630709,4,"C"
"61",0.923735770173502,5,"C"
"62",-0.841819302775528,6,"C"
"63",-0.176791705420495,3,"D"
"64",-0.201832064745728,7,"B"
"65",-0.465663954243546,4,"A"
"66",-0.0161131003276274,5,"A"
"67",-0.762817905297568,6,"B"
"68",0.0966473612207522,5,"C"
"69",-1.22871073576535,6,"C"
"70",0.0953590126432327,6,"B"
"71",-0.46985268047452,4,"C"
"72",1.08742441263163,2,"C"
"73",-0.621079626190973,2,"C"
"74",0.957942208390568,3,"B"
"75",-0.84577303611298,3,"A"
"76",-1.14974118275596,6,"C"
"77",-0.497702812674473,3,"B"
"78",-0.635981056041903,6,"B"
"79",-1.25078228522165,4,"A"
"80",-1.76811604180773,8,"B"
"81",0.0194078652002238,10,"C"
"82",1.17238271201985,6,"D"
"83",0.704724846630804,5,"B"
"84",-0.9140313637027,5,"C"
"85",0.119031245390076,6,"D"
"86",-1.23303701634531,3,"C"
"87",1.26644200189579,5,"C"
"88",0.0752014989143293,2,"C"
"89",0.782114204733185,4,"A"
"90",0.167218300404532,8,"D"
"91",-0.503206603670809,7,"C"
"92",-1.29118678664193,6,"C"
"93",-0.408067675890094,5,"C"
"94",-1.15556231906627,3,"B"
"95",-0.455951622728382,3,"C"
"96",1.04157992863983,3,"C"
"97",0.146299038318748,4,"C"
"98",-0.277397636432852,7,"A"
"99",1.31969417055579,7,"C"
"100",-0.585421957677831,3,"C"
"101",1.08252390839609,7,"C"
"102",-0.0177423987848566,8,"C"
"103",-0.286485890468159,1,"C"
"104",0.479255899824016,6,"C"
"105",-1.84112900465851,6,"B"
"106",-0.0586331485494726,8,"C"
"107",-0.816698155935168,3,"C"
"108",1.93104303529462,10,"A"
"109",-1.17659954218716,6,"C"
"110",0.625858618337466,10,"B"
