"","x","y","z"
"1",0.183643324222082,7,"D"
"2",-0.835628612410047,3,"D"
"3",1.59528080213779,6,"B"
"4",0.329507771815361,3,"D"
"5",-0.820468384118015,1,"A"
"6",0.487429052428485,6,"C"
"7",0.738324705129217,6,"B"
"8",0.575781351653492,2,"D"
"9",-0.305388387156356,6,"C"
"10",1.51178116845085,6,"A"
"11",0.389843236411431,6,"B"
"12",-0.621240580541804,2,"D"
"13",-2.2146998871775,3,"A"
"14",1.12493091814311,3,"D"
"15",-0.0449336090152309,1,"B"
"16",-0.0161902630989461,6,"C"
"17",0.943836210685299,4,"C"
"18",0.821221195098089,4,"C"
"19",0.593901321217509,3,"C"
"20",0.918977371608218,3,"C"
"21",0.782136300731067,3,"C"
"22",0.0745649833651906,3,"B"
"23",-1.98935169586337,3,"B"
"24",0.61982574789471,8,"A"
"25",-0.0561287395290008,4,"B"
"26",-0.155795506705329,2,"C"
"27",-1.47075238389927,4,"A"
"28",-0.47815005510862,5,"D"
"29",0.417941560199702,7,"C"
"30",1.35867955152904,4,"D"
"31",-0.102787727342996,7,"A"
"32",0.387671611559369,13,"C"
"33",-0.0538050405829051,3,"B"
"34",-1.37705955682861,4,"B"
"35",-0.41499456329968,4,"B"
"36",-0.394289953710349,9,"C"
"37",-0.0593133967111857,6,"B"
"38",1.10002537198388,7,"D"
"39",0.763175748457544,8,"D"
"40",-0.164523596253587,2,"D"
"41",-0.253361680136508,5,"D"
"42",0.696963375404737,6,"C"
"43",0.556663198673657,2,"B"
"44",-0.68875569454952,6,"D"
"45",-0.70749515696212,5,"C"
"46",0.36458196213683,5,"B"
"47",0.768532924515416,5,"C"
"48",-0.112346212150228,1,"C"
"49",0.881107726454215,9,"C"
"50",0.398105880367068,11,"D"
"51",-0.612026393250771,6,"C"
"52",0.341119691424425,4,"D"
"53",-1.12936309608079,4,"B"
"54",1.43302370170104,2,"B"
"55",1.98039989850586,4,"A"
"56",-0.367221476466509,8,"B"
"57",-1.04413462631653,4,"B"
"58",0.569719627442413,4,"C"
"59",-0.135054603880824,5,"C"
"60",2.40161776050478,5,"B"
"61",-0.0392400027331692,5,"B"
"62",0.689739362450777,3,"C"
"63",0.0280021587806661,7,"C"
"64",-0.743273208882405,1,"C"
"65",0.188792299514343,6,"B"
"66",-1.80495862889104,4,"D"
"67",1.46555486156289,4,"C"
"68",0.153253338211898,7,"B"
"69",2.17261167036215,3,"C"
"70",0.475509528899663,5,"A"
"71",-0.709946430921815,6,"C"
"72",0.610726353489055,5,"D"
"73",-0.934097631644252,5,"A"
"74",-1.2536334002391,5,"C"
"75",0.291446235517463,5,"D"
"76",-0.443291873218433,6,"B"
"77",0.00110535163162413,7,"B"
"78",0.0743413241516641,4,"A"
"79",-0.589520946188072,9,"A"
"80",-0.568668732818502,4,"B"
"81",-0.135178615123832,3,"B"
"82",1.1780869965732,3,"C"
"83",-1.52356680042976,9,"C"
"84",0.593946187628422,2,"B"
"85",0.332950371213518,3,"B"
"86",1.06309983727636,2,"D"
"87",-0.304183923634301,5,"A"
"88",0.370018809916288,3,"C"
"89",0.267098790772231,5,"A"
"90",-0.54252003099165,3,"C"
"91",1.20786780598317,4,"B"
"92",1.16040261569495,4,"B"
"93",0.700213649514998,8,"C"
"94",1.58683345454085,2,"B"
"95",0.558486425565304,3,"D"
"96",-1.27659220845804,3,"B"
"97",-0.573265414236886,6,"B"
"98",-1.22461261489836,9,"D"
"99",-0.473400636439312,5,"B"
"100",-0.620366677224124,6,"A"
"101",0.0421158731442352,3,"B"
"102",-0.910921648552446,5,"D"
"103",0.158028772404075,8,"C"
"104",-0.654584643918818,5,"B"
"105",1.76728726937265,1,"B"
"106",0.716707476017206,3,"C"
"107",0.910174229495227,4,"B"
"108",0.384185357826345,4,"B"
"109",1.68217608051942,2,"D"
"110",-0.635736453948977,4,"A"
"111",-0.461644730360566,5,"A"
"112",1.43228223854166,5,"C"
"113",-0.650696353310367,5,"B"
"114",-0.207380743601965,5,"B"
"115",-0.392807929441984,3,"B"
"116",-0.319992868548507,9,"D"
"117",-0.279113302976559,6,"A"
"118",0.494188331267827,4,"B"
"119",-0.177330482269606,3,"C"
"120",-0.505957462114257,3,"A"
"121",1.34303882517041,6,"A"
"122",-0.214579408546869,2,"B"
"123",-0.179556530043387,5,"B"
"124",-0.100190741213562,3,"B"
"125",0.712666307051405,7,"B"
"126",-0.0735644041263263,12,"B"
"127",-0.0376341714670479,3,"B"
"128",-0.681660478755657,6,"B"
"129",-0.324270272246319,5,"D"
"130",0.0601604404345152,7,"B"
"131",-0.588894486259664,4,"C"
"132",0.531496192632572,5,"B"
"133",-1.51839408178679,2,"D"
"134",0.306557860789766,5,"C"
"135",-1.53644982353759,5,"D"
"136",-0.300976126836611,4,"A"
"137",-0.528279904445006,9,"C"
"138",-0.652094780680999,6,"C"
"139",-0.0568967778473925,3,"B"
"140",-1.91435942568001,8,"B"
"141",1.17658331201856,4,"C"
"142",-1.664972436212,7,"B"
"143",-0.463530401472386,6,"C"
"144",-1.11592010504285,4,"A"
"145",-0.750819001193448,5,"B"
"146",2.08716654562835,5,"B"
"147",0.0173956196932517,10,"A"
"148",-1.28630053043433,2,"B"
"149",-1.64060553441858,7,"C"
"150",0.450187101272656,8,"C"
"151",-0.018559832714638,11,"B"
"152",-0.318068374543844,9,"D"
"153",-0.929362147453702,6,"A"
"154",-1.48746031014148,2,"D"
"155",-1.07519229661568,3,"C"
"156",1.00002880371391,5,"A"
"157",-0.621266694796823,6,"B"
"158",-1.38442684738449,3,"B"
"159",1.86929062242358,3,"C"
"160",0.425100377372448,2,"B"
"161",-0.238647100913033,3,"B"
"162",1.05848304870902,7,"A"
"163",0.886422651374936,4,"D"
"164",-0.619243048231147,8,"A"
"165",2.20610246454047,7,"C"
"166",-0.255027030141015,10,"C"
"167",-1.42449465021281,6,"C"
"168",-0.144399601954219,6,"C"
"169",0.207538339232345,7,"B"
"170",2.30797839905936,1,"C"
"171",0.105802367893711,7,"D"
"172",0.456998805423414,6,"A"
"173",-0.077152935356531,4,"B"
"174",-0.334000842366544,3,"B"
"175",-0.0347260283112762,1,"B"
"176",0.787639605630162,4,"A"
"177",2.07524500865228,7,"C"
"178",1.02739243876377,5,"B"
"179",1.2079083983867,10,"C"
"180",-1.23132342155804,5,"C"
"181",0.983895570053379,5,"D"
"182",0.219924803660651,7,"B"
"183",-1.46725002909224,2,"B"
"184",0.521022742648139,3,"A"
"185",-0.158754604716016,4,"C"
"186",1.4645873119698,3,"A"
"187",-0.766081999604665,3,"B"
"188",-0.430211753928547,5,"A"
"189",-0.926109497377437,5,"D"
"190",-0.17710396143654,7,"B"
"191",0.402011779486338,6,"C"
"192",-0.731748173119606,4,"D"
"193",0.830373167981674,7,"C"
"194",-1.20808278630446,3,"B"
"195",-1.04798441280774,5,"C"
"196",1.44115770684428,3,"A"
"197",-1.01584746530465,3,"B"
"198",0.411974712317515,3,"A"
"199",-0.38107605110892,7,"B"
"200",0.409401839650934,4,"B"
"201",1.68887328620405,8,"C"
"202",1.58658843344197,2,"B"
"203",-0.330907800682766,11,"A"
"204",-2.28523553529247,6,"C"
"205",2.49766158983416,4,"D"
"206",0.667066166765493,1,"B"
"207",0.5413273359637,6,"A"
"208",-0.0133995231459087,4,"C"
"209",0.510108422952926,8,"A"
"210",-0.164375831769667,2,"C"
"211",0.420694643254513,5,"A"
"212",-0.400246743977644,8,"D"
"213",-1.37020787754746,6,"C"
"214",0.987838267454879,4,"C"
"215",1.51974502549955,5,"D"
"216",-0.308740569225614,8,"D"
"217",-1.25328975560769,5,"A"
"218",0.642241305677824,4,"B"
"219",-0.0447091368939791,5,"B"
"220",-1.73321840682484,4,"C"
"221",0.00213185968026965,7,"C"
"222",-0.630300333928146,3,"B"
"223",-0.340968579860405,6,"A"
"224",-1.15657236263585,0,"B"
"225",1.80314190791747,4,"B"
"226",-0.331132036391221,9,"A"
"227",-1.60551341225308,1,"B"
"228",0.197193438739481,2,"B"
"229",0.263175646405474,3,"D"
"230",-0.985826700409291,12,"B"
"231",-2.88892067167955,5,"C"
"232",-0.640481702565115,6,"C"
"233",0.570507635920485,0,"A"
"234",-0.05972327604261,4,"B"
"235",-0.0981787440052344,11,"A"
"236",0.560820728620116,6,"B"
"237",-1.18645863857947,2,"B"
"238",1.09677704427424,7,"B"
"239",-0.00534402827816569,2,"A"
"240",0.707310667398079,4,"D"
"241",1.03410773473746,8,"A"
"242",0.223480414915304,5,"B"
"243",-0.878707612866019,1,"C"
"244",1.16296455596733,9,"A"
"245",-2.00016494478548,7,"B"
"246",-0.544790740001725,2,"B"
"247",-0.255670709156989,4,"C"
"248",-0.166121036765006,5,"C"
"249",1.02046390878411,6,"C"
"250",0.136221893102778,7,"C"
"251",0.407167603423836,7,"B"
"252",-0.0696548130129049,2,"B"
"253",-0.247664341619331,3,"B"
"254",0.69555080661964,1,"C"
"255",1.1462283572158,3,"D"
"256",-2.40309621489187,8,"A"
"257",0.572739555245841,0,"B"
"258",0.374724406778655,3,"C"
"259",-0.425267721556076,3,"C"
"260",0.951012807576816,3,"C"
"261",-0.389237181718379,6,"D"
"262",-0.284330661799574,5,"C"
"263",0.857409778079803,6,"B"
"264",1.7196272991206,4,"D"
"265",0.270054900937229,10,"C"
"266",-0.42218400978764,4,"C"
