"","x","y","z","a"
"1",0.482342309009538,6,"D","l"
"2",-0.569821287002283,7,"D","f"
"3",0.527444310951333,4,"A","j"
"4",0.870312619284777,4,"B","g"
"5",-1.22412245008488,1,"C","d"
"6",-0.0237821216166272,3,"B","f"
"7",0.148872364594116,3,"C","g"
"8",-0.834941893665285,1,"B","i"
"9",1.21527701319007,2,"A","b"
"10",1.00345531629831,6,"D","k"
"11",0.584925118351829,4,"C","f"
"12",-0.753025535092931,5,"D","i"
"13",-0.0503697864467503,7,"C","g"
"14",1.82453174999865,5,"D","k"
"15",1.69517500587763,11,"B","c"
"16",-1.56014784914991,8,"B","e"
"17",-1.86417943759689,1,"B","a"
"18",-0.0321680147227833,6,"B","f"
"19",0.247793835720583,12,"D","d"
"20",-0.261559849668754,4,"A","d"
"21",-0.721832420002186,3,"B","b"
"22",0.0840104413259765,4,"B","j"
"23",0.12514273517312,3,"C","f"
"24",-1.48698214460307,6,"B","f"
"25",0.33928751918496,3,"B","h"
"26",0.166892481366868,7,"B","g"
"27",1.97520613105199,5,"B","f"
"28",-0.302428645582832,7,"B","b"
"29",-0.651122520881769,7,"B","k"
"30",-1.09663310259083,4,"C","h"
"31",-0.939467878148134,9,"C","k"
"32",2.30211631910824,3,"D","k"
"33",1.23730512499095,9,"A","j"
"34",-1.00543581296227,4,"B","c"
"35",0.942103782672129,4,"D","k"
"36",0.574958422542612,5,"B","i"
"37",0.975974302952732,7,"B","b"
"38",1.39922396982746,6,"B","h"
"39",0.524744491513636,5,"B","b"
"40",-0.48491462132371,7,"B","c"
"41",0.929733599262873,4,"C","k"
"42",-1.33078767893813,4,"C","h"
"43",-1.64425839787588,3,"C","e"
"44",0.782894727759689,5,"B","j"
"45",0.283195334449096,5,"C","l"
"46",-0.423413535113259,7,"A","g"
"47",-0.2613731192522,4,"D","l"
"48",0.900061969406642,7,"B","b"
"49",0.319711573409018,6,"C","h"
"50",-0.11127231751516,4,"C","i"
"51",0.585020772622582,3,"C","e"
"52",1.40667257146096,4,"D","k"
"53",-0.257061414353944,10,"D","g"
"54",0.048965423219129,2,"C","g"
"55",-0.477556127306233,9,"C","h"
"56",0.0387677229511978,6,"B","c"
"57",-0.536157970004362,3,"C","e"
"58",-0.271683384921449,5,"C","h"
"59",-1.26386912086024,4,"C","b"
"60",-0.892152039379441,6,"B","e"
"61",2.09443024288742,6,"B","d"
"62",1.12424882446389,7,"C","k"
"63",-1.72566218929881,5,"A","l"
"64",0.715799840159285,3,"A","k"
"65",-0.429460026996934,6,"A","e"
"66",-0.925414106006839,7,"A","l"
"67",1.01171510499508,6,"B","e"
"68",-2.5411413778071,8,"B","c"
"69",-0.163958577679924,6,"C","h"
"70",0.242195050925576,1,"C","h"
"71",-0.6786703372885,5,"D","i"
"72",1.27800232493463,5,"B","k"
"73",0.594285235727037,7,"C","j"
"74",0.371064804014536,5,"A","e"
"75",0.517896980126817,10,"B","h"
"76",0.283754824086798,4,"C","h"
"77",-1.40197978345866,5,"A","g"
"78",0.513683158236297,6,"B","b"
"79",-0.47102260019282,6,"A","b"
"80",0.890415292126481,5,"C","k"
"81",-0.420757953421017,1,"D","d"
"82",1.33225590720798,3,"A","g"
"83",0.382337296202275,4,"D","g"
"84",-0.942825829560784,3,"C","d"
"85",2.084988490343,3,"D","i"
"86",1.45623314745843,2,"C","e"
