"","x","y","z"
"1",0.531240798568325,4,"C"
"2",-0.961892033312833,9,"B"
"3",1.58463148810858,8,"C"
"4",0.967883875147292,3,"A"
"5",0.125620276145006,7,"C"
"6",-0.709862321457854,9,"D"
"7",-0.912244152517577,3,"B"
"8",1.05177436950228,4,"A"
"9",-0.752665537325703,5,"B"
"10",-1.43967680443017,3,"B"
"11",-0.285711499645351,10,"D"
"12",-1.03428514337693,5,"B"
"13",-0.0281450598879163,7,"C"
"14",-0.36632150348072,2,"A"
"15",-1.11524838087115,2,"C"
"16",-0.975556104015926,3,"C"
"17",1.1210233501027,5,"D"
"18",0.32443672029129,7,"D"
"19",-0.568432754476901,4,"D"
"20",-1.03442073517985,5,"C"
"21",-0.533017493145244,4,"C"
"22",-0.981387365283123,6,"A"
"23",0.823414455670821,1,"C"
"24",-0.387782734465133,4,"D"
"25",0.879361167738232,5,"A"
"26",-2.17824465736539,5,"B"
"27",1.47371046159194,3,"D"
"28",0.884770155443827,6,"B"
"29",2.28700231995529,10,"D"
"30",0.553927402576181,4,"D"
"31",1.21064450013175,5,"B"
"32",-0.642420676160897,3,"C"
"33",-0.157341138701807,4,"D"
"34",-0.0966527027970718,6,"A"
"35",-1.50676455110265,4,"C"
"36",-0.494770422488082,6,"D"
"37",-0.897697356061877,4,"B"
"38",0.691780531282249,9,"B"
"39",1.11626041228433,5,"B"
"40",0.183214155072938,7,"B"
"41",0.445439532545453,6,"B"
"42",-0.250498223059941,5,"C"
"43",1.06483634987246,4,"A"
"44",-0.457314693363458,2,"C"
"45",-0.412276888377126,5,"D"
"46",-0.261077402389768,6,"B"
"47",0.151952068290225,4,"D"
"48",-0.853190536021066,3,"D"
"49",-1.32235378027771,6,"D"
"50",-0.15088897402015,6,"C"
"51",-0.182388119172277,4,"B"
"52",0.949914398043881,10,"B"
"53",0.242792420625984,4,"D"
"54",-0.117133845796264,3,"C"
"55",-1.13266737833716,6,"A"
"56",0.632014722252771,5,"C"
"57",0.187528702962892,3,"B"
"58",0.891597615616579,5,"C"
"59",-1.22358238818316,5,"C"
"60",0.173834098682596,3,"C"
"61",-0.68938369720296,6,"B"
"62",1.20416568644133,3,"C"
"63",0.697361067614853,6,"A"
"64",-0.509779146179025,6,"C"
"65",-0.423553874141095,3,"B"
"66",1.40021984515617,4,"B"
"67",1.79608807970864,5,"C"
"68",0.427818639912634,6,"C"
"69",0.90700043341846,4,"D"
"70",-0.254596057163176,7,"A"
"71",-0.56677298496602,4,"C"
"72",-0.524112125481456,6,"B"
"73",0.613420836236236,3,"D"
"74",-0.491158992130504,4,"C"
"75",-0.549269815039541,6,"D"
"76",-0.356421172275481,5,"C"
"77",-0.268784875817773,2,"B"
"78",-0.570530557105146,7,"D"
"79",-0.945340777693963,2,"D"
"80",-0.54736214490499,5,"C"
"81",1.60060768055948,2,"C"
"82",0.701110284635479,5,"A"
"83",0.388168787436721,3,"A"
"84",1.96826235804024,5,"C"
"85",0.0975859398379265,4,"B"
"86",-1.27545881782976,6,"A"
"87",1.25437549369945,5,"B"
"88",0.82138129100795,6,"C"
"89",-1.08597825265149,2,"A"
"90",0.110527081485467,5,"C"
"91",0.180820471407964,6,"C"
"92",0.773047935571647,3,"A"
"93",0.982656794123761,5,"B"
"94",0.67009053810425,4,"C"
"95",-1.42074423240016,4,"C"
"96",-0.236077264150317,10,"C"
"97",-0.974784848093081,5,"B"
"98",-0.836082653862494,5,"A"
"99",-0.922495429919924,8,"B"
"100",-1.12346400362146,8,"B"
"101",0.37228685891422,6,"C"
"102",1.91073548131114,7,"D"
"103",0.911995609421591,7,"A"
"104",-0.818595898880953,7,"B"
"105",-0.704475967814272,3,"B"
"106",0.0608236085387599,13,"B"
"107",0.442359620828149,5,"C"
"108",-1.57482473521232,4,"A"
"109",-2.2381078657602,3,"B"
"110",-0.807482427672215,7,"D"
"111",1.52054052556181,7,"B"
"112",-0.0355102316760449,6,"B"
"113",1.05389930142957,7,"D"
"114",-0.0605529732347354,3,"B"
"115",0.953191518101952,4,"B"
"116",-0.413277492333988,6,"B"
"117",0.0723272507118269,1,"A"
"118",-0.647491550974293,7,"D"
"119",-0.785769712579376,5,"B"
"120",-0.0651160567994303,5,"A"
"121",-0.519468727358143,5,"B"
"122",0.690996781598597,5,"C"
"123",1.68817818348043,10,"C"
"124",0.0418330377659305,6,"B"
"125",-0.366972949907015,9,"D"
"126",-1.40234824901611,3,"A"
"127",-1.63109320551519,7,"D"
"128",-2.20410434822165,5,"A"
"129",-0.577442971966225,4,"C"
"130",0.337899470544184,5,"B"
"131",-1.63574476157032,7,"D"
"132",-0.36619724424095,4,"C"
"133",0.444513288277218,6,"D"
"134",0.494543971101839,6,"A"
"135",0.0934054363168677,1,"A"
"136",1.36691809931314,4,"C"
"137",-0.543161703582921,3,"B"
"138",-0.0157874149795224,3,"D"
"139",-0.696042594681948,4,"B"
"140",-0.733402136838174,5,"C"
"141",1.89509839697836,7,"D"
"142",0.440222823622416,4,"B"
"143",2.35036320418695,1,"D"
"144",0.187517962938024,8,"A"
"145",-0.366249559777743,4,"B"
"146",-0.477660650504677,0,"B"
"147",-0.000837261939171345,3,"A"
"148",-0.21496718246675,7,"B"
"149",-1.39929250911265,4,"C"
"150",0.0102513054956547,7,"C"
"151",-0.0314634141202166,9,"B"
"152",1.17845107111843,1,"C"
