"","x","y","z"
"1",-1.97324357565978,8,"B"
"2",-0.786683624142301,5,"D"
"3",-1.10732763059819,6,"D"
"4",-0.333666088895156,8,"D"
"5",2.41396277100311,9,"B"
"6",-2.38795675113105,3,"B"
"7",-0.52136947765179,6,"C"
"8",0.00157901274548418,10,"B"
"9",1.99691555468858,7,"C"
"10",-0.0209054250924021,4,"A"
"11",-2.03687610366023,7,"A"
"12",-1.21109547500695,3,"C"
"13",1.35891122913423,8,"D"
"14",-0.300601801557268,4,"C"
"15",1.03070913222521,4,"B"
"16",1.92467220653042,3,"D"
"17",1.28538994739791,4,"B"
"18",1.16628676644278,2,"B"
"19",1.57152605726601,7,"C"
"20",0.690326227757801,5,"A"
"21",0.586849629567055,6,"C"
"22",-0.919684535054609,4,"B"
"23",-0.838408052241717,7,"D"
"24",0.46341259462345,2,"D"
"25",1.49775658250377,5,"B"
"26",0.0911276497833794,7,"C"
"27",1.26449926563598,2,"A"
"28",1.34842180782748,5,"A"
"29",0.669951957429878,6,"B"
"30",-1.06474811562068,4,"B"
"31",-0.467568684091322,9,"C"
"32",-1.48916731735579,5,"D"
"33",-0.653949158914798,7,"A"
"34",-0.444472500851347,6,"A"
"35",0.822345356316101,6,"A"
"36",-0.875150653625549,8,"A"
"37",0.97385789538214,4,"A"
"38",-1.16833854658098,4,"B"
"39",2.98776919634798,2,"B"
"40",-0.327801124056493,4,"D"
"41",-0.161232059022148,5,"D"
"42",0.189088816363994,9,"B"
"43",-0.181032340635455,3,"C"
"44",-1.23708476241137,7,"D"
"45",1.24181495611883,5,"C"
"46",-0.78270125967189,6,"C"
"47",1.75224848175303,10,"B"
"48",0.605413266633872,5,"C"
"49",0.129292082274698,4,"A"
"50",-0.808758867327328,6,"B"
"51",0.627048187562399,1,"C"
"52",-0.712216316634966,4,"C"
"53",0.473572681324225,7,"B"
"54",-0.161184334995759,9,"D"
"55",-0.624666722447261,4,"B"
"56",-0.577512639483056,4,"C"
"57",0.129144330033622,4,"B"
"58",-0.334223770986102,4,"C"
"59",-1.88778222399733,3,"B"
"60",-1.13928073767573,4,"C"
"61",1.03986045615632,3,"C"
"62",1.23579878256101,6,"D"
"63",0.176243485558856,6,"C"
"64",-0.548346481402887,3,"D"
"65",-1.3840359018647,2,"D"
"66",0.697516738153463,3,"A"
"67",0.684355266380971,5,"B"
"68",0.809733218393387,7,"C"
"69",-1.45994627149755,4,"C"
"70",-0.777300410669519,1,"C"
"71",-1.56915629208804,5,"B"
"72",-0.443029893223786,7,"B"
"73",-0.220649444054896,2,"B"
"74",1.59374989146283,5,"B"
"75",2.08855243141763,4,"B"
"76",2.05804731750268,8,"C"
"77",2.2125498482334,3,"B"
"78",1.24196100617582,8,"B"
"79",-0.151363909264381,9,"A"
"80",-0.80154161528202,3,"B"
"81",1.43850958990399,5,"B"
"82",1.41040578324326,4,"B"
"83",1.38456691652354,8,"D"
"84",0.702518703452079,1,"C"
"85",-0.421191615564347,4,"D"
"86",-0.411298672972448,4,"B"
"87",-0.0639468081696976,4,"A"
"88",-1.11516173989077,6,"C"
"89",1.66383163610383,5,"A"
"90",-0.597882646463569,4,"D"
"91",0.0495816663051343,9,"B"
"92",-0.0692785180640704,3,"B"
"93",2.20427791392049,4,"A"
"94",-0.043945957456519,6,"C"
"95",-0.885337277066617,6,"B"
"96",-0.465424393550368,4,"A"
"97",0.068640042987732,6,"B"
"98",-0.203332683117988,7,"B"
"99",-0.142779563037207,5,"C"
"100",0.679082596011358,3,"D"
"101",-0.689223868050192,4,"C"
"102",1.024589960853,1,"C"
"103",0.223032460913651,6,"D"
"104",-0.266764684480168,4,"C"
"105",0.415858577580332,4,"C"
"106",-0.600140059184036,4,"C"
"107",2.23043895696753,6,"B"
"108",0.637144015733813,4,"A"
"109",-0.902923628908915,3,"D"
"110",-1.82313081028263,6,"B"
"111",0.934728295620399,4,"B"
"112",0.240032978413685,5,"D"
"113",0.841807859290451,8,"C"
"114",0.96833008148856,8,"B"
"115",1.74490632039983,2,"B"
"116",1.11558458822199,2,"C"
"117",-0.80554994180738,7,"C"
"118",0.500842067238993,4,"B"
"119",0.292848703010651,6,"C"
"120",0.133117777809884,5,"B"
"121",-0.387504356350654,7,"D"
"122",0.458702090008965,8,"B"
"123",1.45677079274434,1,"A"
"124",1.14705179032114,5,"C"
"125",0.50343029089772,5,"C"
"126",-0.545951757458733,8,"B"
"127",-0.857188178343603,3,"A"
"128",-1.39904198308336,2,"B"
"129",-2.08151129674539,4,"B"
"130",2.14941230357823,4,"C"
"131",-0.433560881891024,9,"C"
"132",-0.926126779310432,4,"C"
"133",1.30545036988821,6,"B"
"134",-1.04145084245719,8,"C"
"135",-0.241103441016183,2,"B"
"136",0.783182335514328,6,"D"
"137",-0.269072582438,6,"C"
"138",0.4975124106857,4,"B"
"139",0.499668711635884,7,"A"
"140",-0.466539997340956,2,"A"
"141",-0.799926586191368,3,"A"
"142",1.5129782898606,3,"B"
"143",-1.39544395522525,4,"B"
"144",-1.91164739213898,5,"B"
"145",0.205809263962153,5,"B"
"146",1.04005402670756,4,"C"
"147",0.475277107137711,12,"B"
"148",-0.741987457073982,8,"B"
"149",-1.68169482070439,6,"D"
"150",1.09121613956712,2,"B"
"151",0.850847805227009,3,"B"
"152",-0.116846233027869,3,"C"
"153",-0.0938722015877559,2,"D"
"154",0.757608960239913,6,"B"
"155",0.0414551911375644,5,"C"
"156",-0.153673927448028,7,"C"
"157",0.492992737757718,5,"C"
"158",0.0166404780706015,6,"B"
"159",1.05715817130473,6,"C"
"160",1.14616490187229,3,"B"
"161",1.09105376800228,5,"D"
"162",-0.176406997062558,9,"D"
"163",0.343365035773026,4,"D"
"164",-0.0631493911032458,5,"B"
"165",0.323343130285188,5,"B"
"166",0.355748998896271,1,"C"
"167",0.796799128824131,1,"C"
"168",-1.00321638422054,5,"C"
"169",1.68714526121398,5,"B"
"170",-0.119226996876356,6,"C"
"171",0.172197184745547,2,"D"
"172",-0.283053564473156,6,"C"
"173",0.176768916323953,6,"B"
"174",-0.694182422980064,4,"C"
"175",1.63795387127893,5,"A"
"176",-0.654049611918198,6,"C"
"177",-0.257395546658109,2,"C"
"178",-1.64257860617069,6,"D"
"179",2.65634144317518,2,"C"
"180",1.12937078434039,7,"B"
"181",0.587957123520823,2,"C"
"182",0.154231244886941,5,"C"
"183",0.394986652745691,6,"B"
"184",-1.12120971441036,8,"B"
"185",0.131485856972182,4,"D"
"186",-0.347059953512209,7,"D"
"187",-0.711294380027083,3,"B"
"188",0.302598770370293,6,"A"
"189",0.0933206126321974,4,"B"
"190",0.860309209884481,3,"D"
"191",-1.44355959594244,6,"B"
"192",0.66313188476414,9,"B"
"193",-0.748565410476203,3,"B"
"194",1.05438900853982,8,"B"
"195",-1.03167477967855,5,"C"
"196",-0.414069932035007,2,"D"
