"","x","y","z","a"
"1",-0.813997052590736,1,"D","l"
"2",0.390377581343988,5,"A","i"
"3",0.579658417125331,4,"C","k"
"4",1.4929114586583,9,"C","l"
"5",0.370489604158433,4,"B","c"
"6",-1.34507190062451,5,"C","e"
"7",0.112942972973193,11,"B","d"
"8",1.45968923051509,5,"C","i"
"9",-0.629658990540724,5,"B","a"
"10",0.0529322156690193,4,"A","d"
"11",-0.232886544575793,7,"D","f"
"12",-0.789281459934291,4,"C","c"
"13",2.00470488379859,2,"C","a"
"14",0.28435978176773,4,"B","a"
"15",0.905371179706837,4,"C","d"
"16",0.313761882933794,1,"D","b"
"17",-0.904258405668695,7,"B","b"
"18",-0.404290400149664,6,"C","d"
"19",1.62938344560426,6,"C","b"
"20",0.654915750869142,6,"C","k"
"21",-0.557139330277909,4,"C","h"
"22",1.15490899927318,6,"B","a"
"23",-0.632371585029299,2,"C","c"
"24",-0.928761194541498,6,"A","b"
"25",-1.25656811958007,3,"B","g"
"26",-1.49750573447926,8,"B","g"
"27",-0.398290857004592,8,"B","c"
"28",-0.580374247714149,4,"C","b"
"29",-0.370191752444745,5,"A","f"
"30",1.08816555823451,4,"D","k"
"31",2.82019031503318,11,"B","k"
"32",0.381416713764874,3,"C","j"
"33",-1.62078695388951,1,"C","k"
"34",-1.11730187136766,6,"B","i"
"35",-0.483966346247265,6,"B","i"
"36",-0.00853623439004056,7,"D","c"
"37",0.445362344013375,6,"B","h"
"38",0.28986896289819,3,"C","f"
"39",1.40621331624684,3,"C","k"
"40",1.12775674585412,3,"C","d"
"41",0.46199096124031,2,"B","g"
"42",0.895098539561792,9,"B","f"
"43",-0.586335919940504,3,"B","b"
"44",-0.525494644719976,7,"A","g"
"45",-0.657289491124343,4,"C","h"
"46",0.568681578873488,3,"D","i"
"47",0.215217519660842,8,"A","i"
"48",-0.777635310984254,3,"D","h"
"49",-0.0764250291049558,5,"C","c"
"50",-0.319461779835224,7,"A","h"
"51",-1.09044228664312,5,"D","a"
"52",-0.190423412225587,4,"C","g"
"53",0.679659832563204,6,"B","e"
"54",0.391058965071031,7,"C","c"
"55",0.875658558186456,2,"D","e"
"56",1.15455053780804,4,"C","b"
"57",-0.381557305344327,5,"C","h"
"58",0.137211512529773,2,"C","l"
"59",1.27166601534742,5,"C","b"
"60",1.56666543799906,7,"C","b"
"61",-0.41953397556039,4,"A","g"
"62",-0.464656543319531,4,"A","b"
"63",-1.86603561978024,4,"B","b"
"64",-1.16503692427615,10,"D","c"
"65",1.91773253778465,3,"C","k"
"66",0.39115120776784,3,"D","i"
"67",1.02900647458562,7,"C","k"
"68",0.939862011429097,7,"C","f"
"69",0.115741045954454,4,"C","h"
"70",-1.24608762712927,6,"A","g"
"71",-1.69218989937655,7,"B","d"
"72",2.05536939767485,6,"B","h"
"73",-0.545907570260941,3,"B","h"
"74",1.34524543354965,6,"B","h"
"75",1.40244426000103,4,"B","a"
"76",0.478205383747883,5,"B","e"
"77",-0.131339061150166,7,"D","l"
"78",-0.0467750693813579,7,"B","g"
"79",-1.63556938088291,2,"D","e"
"80",-0.561365340486263,5,"B","b"
"81",0.413949851997757,4,"A","i"
"82",0.631711653121445,1,"B","g"
"83",-0.353745577889804,3,"C","h"
"84",-1.21765281572146,3,"B","f"
"85",0.299881982536687,3,"D","j"
"86",-1.30009942288648,5,"D","h"
"87",1.84870924661537,3,"B","h"
"88",1.45023515175994,7,"B","g"
"89",0.880678817889703,6,"B","f"
"90",1.08389586222831,4,"B","g"
"91",-0.267359772801891,11,"A","j"
"92",-0.489414011076738,9,"C","d"
"93",1.02113995749085,5,"A","c"
"94",-0.260341744274223,4,"B","j"
"95",-1.31624792593839,4,"A","a"
"96",1.85745173883256,4,"D","l"
"97",0.414874883728092,3,"D","j"
"98",0.715670008869682,5,"D","g"
"99",-0.193807484400836,7,"B","a"
"100",0.642505351394968,1,"B","h"
"101",-0.369230044911524,4,"C","e"
"102",0.417995948524069,6,"B","a"
"103",-0.331235969537375,3,"A","j"
"104",-1.49589538340197,6,"B","g"
"105",-0.416451883857789,7,"C","i"
"106",-1.1465288675506,3,"B","g"
"107",-2.60552014142057,2,"D","j"
"108",-0.016132876331169,4,"B","l"
"109",-0.800204008225496,9,"C","g"
"110",0.146818485177852,5,"B","j"
"111",-0.920763828071423,8,"B","b"
"112",0.184469483258126,7,"C","g"
"113",-0.632884000842194,4,"D","d"
"114",-0.761027404440915,4,"C","c"
"115",0.83256697279939,5,"C","h"
"116",0.314666812427814,5,"C","c"
"117",-0.548072866484871,2,"D","d"
"118",-0.665090410722478,3,"C","a"
"119",1.65298103204299,4,"C","h"
"120",1.59452623146263,5,"B","f"
"121",0.624597313472838,4,"A","j"
"122",-2.10247868515901,6,"A","l"
"123",-0.999807965793398,11,"C","h"
"124",0.0636874505855189,5,"B","l"
"125",0.49039785578139,6,"D","e"
"126",1.15836102562562,5,"C","g"
"127",0.937801755452761,10,"B","c"
"128",1.95880883041901,5,"C","k"
"129",0.113578722767118,8,"A","g"
"130",1.44625562460974,5,"B","d"
"131",0.033499108346196,3,"B","j"
"132",0.219634302050591,3,"D","c"
"133",0.393967721766011,3,"C","j"
"134",0.294590874551085,1,"D","f"
"135",0.80668852520979,4,"C","j"
"136",-0.00996083459405676,3,"D","d"
"137",1.58057805836451,4,"A","d"
"138",-0.362396144866506,5,"D","c"
"139",0.21997212354986,4,"B","c"
"140",0.272939434559911,9,"C","b"
"141",-1.53157001914729,6,"D","f"
"142",0.0694317090081511,5,"A","c"
"143",-0.632664656967326,6,"C","b"
"144",0.353581211148479,5,"A","i"
"145",-1.56028952447019,8,"D","g"
"146",-0.990368873853696,7,"B","c"
"147",-0.234665098589243,5,"C","f"
"148",0.515539284815004,1,"D","d"
"149",-1.94148933737667,9,"D","h"
"150",1.48840144648632,6,"B","a"
"151",-0.317576677417689,7,"C","d"
"152",0.479864520230169,11,"C","d"
"153",-1.03084822206427,2,"A","h"
"154",0.602091183485286,5,"D","g"
"155",-1.11584323671192,4,"C","i"
"156",0.686574417318346,4,"B","c"
"157",-0.0452610743768414,4,"D","f"
"158",0.0106321435571193,2,"A","j"
"159",2.00032853748186,2,"B","c"
"160",-0.242198454068462,3,"C","d"
"161",0.93789896802836,7,"B","c"
"162",-0.904441331644142,4,"A","l"
"163",-1.67023793023318,6,"C","f"
"164",0.163941037189667,3,"D","g"
"165",-1.22344521957009,6,"D","h"
"166",-0.329164162295327,2,"B","i"
"167",-0.361248465815788,2,"C","d"
"168",-0.205185224816129,9,"D","a"
"169",-0.597072898869415,6,"D","b"
"170",1.5224901031411,5,"B","j"
"171",-0.799732773395136,4,"C","d"
"172",-0.554465587611418,8,"D","d"
"173",0.465173581138392,2,"D","e"
"174",-1.90191849205105,9,"D","j"
"175",-0.595188553797454,4,"C","e"
"176",1.70004333004294,6,"A","i"
"177",0.115420917051736,4,"B","i"
"178",1.07103488923767,4,"B","i"
"179",1.51152782665547,5,"B","e"
"180",-0.616653596818845,4,"D","i"
"181",-0.112710731682777,7,"C","h"
"182",-0.128416569556247,3,"B","a"
"183",-0.741540319808111,9,"D","e"
"184",0.235214227093654,7,"B","g"
"185",-0.677950702035299,3,"C","e"
"186",1.46811641532091,8,"B","h"
"187",-1.2056016198437,8,"B","h"
"188",1.18318738700384,5,"A","b"
"189",-0.438260006931418,7,"D","e"
"190",1.50074337018479,4,"B","a"
"191",-0.521277444375431,4,"C","b"
"192",-0.781578144815273,12,"C","g"
"193",0.257799744715192,9,"B","j"
"194",1.39042911000331,6,"B","c"
"195",-0.996907240516841,11,"A","h"
"196",-1.44279525501056,7,"C","g"
"197",0.872198484868546,2,"C","e"
"198",0.166892256105266,2,"A","f"
"199",-0.659811333724491,3,"B","d"
"200",-1.08102392785063,1,"B","a"
"201",1.08023469948627,7,"D","k"
"202",-0.290578172786385,8,"C","k"
"203",1.27777133472841,7,"D","l"
"204",-0.917324199189237,3,"B","a"
"205",-1.28383680469853,5,"C","j"
"206",0.285870564439746,2,"C","d"
"207",-0.135435217193518,3,"B","b"
"208",1.17030001401371,7,"B","l"
"209",2.18074725079566,6,"B","i"
"210",-0.0946198164287267,6,"C","h"
"211",-0.734523076471355,8,"C","j"
"212",0.383713581393048,7,"D","l"
"213",0.104520803049769,8,"C","c"
"214",-0.640981630021327,6,"C","j"
"215",-0.0831937496765949,5,"C","e"
"216",-0.292798955835903,5,"B","c"
"217",1.05458842428645,5,"C","i"
"218",0.166319247296111,9,"C","g"
"219",1.33738530765372,5,"B","h"
"220",1.33954067795883,6,"C","e"
"221",-0.410145336750963,3,"B","l"
"222",1.27387834661703,7,"A","i"
"223",-1.29631303814673,3,"B","k"
"224",0.593718584860608,6,"A","g"
"225",0.529164081540537,3,"C","f"
"226",1.28781755673554,4,"B","c"
"227",-0.235427953182297,7,"A","e"
"228",0.868729023513615,4,"C","g"
"229",-0.451682219390658,1,"D","c"
"230",0.803660711909111,3,"B","j"
"231",-0.456790936693902,5,"B","b"
"232",0.702248346449432,3,"B","c"
"233",0.89038691296894,6,"B","b"
"234",-2.05367040128549,2,"C","f"
"235",-1.50713158406176,4,"C","g"
"236",0.920250990151084,5,"B","a"
"237",1.12252347112574,9,"B","d"
"238",-0.854864062651278,7,"C","j"
"239",-0.189324937523232,5,"A","j"
"240",0.912779955021365,9,"C","j"
"241",-0.224967606189881,7,"D","e"
"242",-0.156144678972201,8,"D","e"
"243",0.384097350472532,4,"A","c"
"244",-0.403760468245149,3,"B","j"
"245",-1.43734544569295,0,"C","d"
"246",0.144252677774944,4,"C","c"
"247",-0.409611091974589,6,"C","h"
"248",-2.34664688964166,5,"A","b"
"249",-0.11728724476611,6,"C","f"
"250",0.884462315985056,4,"A","l"
"251",-0.944746311868667,10,"C","d"
"252",-0.121769709739582,3,"D","k"
"253",-0.317524329634874,9,"B","h"
"254",-0.294015838177293,7,"C","g"
"255",1.00001383965662,6,"C","b"
"256",-0.869410495447518,2,"B","k"
"257",-0.483565724137716,4,"B","f"
"258",-0.900294035489311,5,"B","b"
"259",-0.769720641803578,6,"C","d"
"260",1.99094265683569,4,"C","f"
"261",-0.360737899126287,6,"D","g"
"262",0.37397138319049,7,"D","f"
"263",-0.782376881527382,5,"B","e"
"264",-0.951920820286188,3,"B","e"
"265",-0.392931344367483,4,"D","e"
"266",1.16503606368551,5,"C","e"
"267",0.600455671436173,4,"C","j"
"268",-1.55072207679428,3,"B","h"
"269",-0.24120795769627,4,"B","b"
"270",0.230883520938118,5,"C","b"
"271",-0.318544446755876,5,"B","l"
"272",0.416448200129872,8,"D","k"
"273",0.689458029167128,7,"A","d"
"274",2.01656153431937,2,"B","d"
"275",-0.743880300293031,8,"B","k"
"276",-0.173370748487626,4,"B","i"
"277",-0.459592868073966,6,"C","j"
"278",0.588797978648383,5,"D","g"
"279",0.620688264655663,4,"B","d"
"280",1.08304436736278,7,"A","j"
"281",0.289297847056006,6,"B","f"
"282",0.239847794114622,5,"B","c"
"283",-0.0765748896927379,3,"D","e"
"284",-0.999739219055515,8,"C","l"
"285",-0.00753813230490309,4,"C","h"
"286",0.805902560630904,5,"C","f"
"287",1.98559614272164,7,"C","d"
"288",-1.47138354101775,3,"D","b"
"289",-1.27396308168972,3,"B","a"
"290",-0.205270462346222,5,"A","k"
"291",0.228579444665984,5,"B","e"
"292",1.79264681048958,9,"B","a"
"293",0.428735356312361,4,"B","d"
"294",-0.730571674635227,3,"C","e"
"295",0.916599685025021,8,"B","c"
"296",0.312236480956936,3,"B","h"
"297",-0.190121164219497,7,"C","f"
"298",0.458173380136605,5,"D","j"
"299",1.1953928501811,7,"C","l"
"300",2.3695735307945,6,"C","f"
"301",-0.00119868839414143,6,"D","j"
"302",-0.954163267547733,5,"C","c"
"303",0.283662968486742,8,"C","b"
"304",0.67971728031324,7,"D","e"
"305",0.950537429407734,5,"A","k"
"306",0.556383968173631,7,"B","k"
"307",1.30677049461293,7,"C","k"
"308",-1.86014648146785,6,"D","i"
"309",-1.76024084943708,4,"B","l"
"310",-1.88042367747086,6,"D","i"
"311",-0.307757075300305,6,"A","d"
"312",-0.221593571863467,12,"A","l"
"313",-1.02455662990958,9,"A","j"
"314",-1.00650530335439,4,"D","d"
"315",-1.62363280904958,5,"C","f"
"316",2.04484723497564,7,"A","f"
"317",2.78222676883627,5,"C","j"
"318",-1.28195293962994,0,"C","c"
"319",0.843719658349638,2,"C","j"
"320",-0.409133452082985,4,"A","k"
"321",-0.74205527754906,2,"C","e"
"322",-0.282864249232895,7,"D","l"
"323",1.01208736950578,5,"C","l"
"324",1.39116151369476,4,"D","h"
"325",0.195546354552984,5,"B","i"
"326",-1.40445335104428,7,"C","e"
